0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,Id
6.0,1976.0,2.0,1.0,475.0,725.0,1479.0,725.0,754.0,130500.0,2.0,36.0,11856.0,12.0,6.0,2850.0,4350.0,8874.0,4350.0,4524.0,783000.0,12.0,3904576.0,3952.0,1976.0,938600.0,1432600.0,2922504.0,1432600.0,1489904.0,257868000.0,3952.0,4.0,2.0,950.0,1450.0,2958.0,1450.0,1508.0,261000.0,4.0,1.0,475.0,725.0,1479.0,725.0,754.0,130500.0,2.0,225625.0,344375.0,702525.0,344375.0,358150.0,61987500.0,950.0,525625.0,1072275.0,525625.0,546650.0,94612500.0,1450.0,2187441.0,1072275.0,1115166.0,193009500.0,2958.0,525625.0,546650.0,94612500.0,1450.0,568516.0,98397000.0,1508.0,17030250000.0,261000.0,4.0,109
7.0,1996.0,2.0,1.0,559.0,913.0,2122.0,913.0,1209.0,220000.0,2.0,49.0,13972.0,14.0,7.0,3913.0,6391.0,14854.0,6391.0,8463.0,1540000.0,14.0,3984016.0,3992.0,1996.0,1115764.0,1822348.0,4235512.0,1822348.0,2413164.0,439120000.0,3992.0,4.0,2.0,1118.0,1826.0,4244.0,1826.0,2418.0,440000.0,4.0,1.0,559.0,913.0,2122.0,913.0,1209.0,220000.0,2.0,312481.0,510367.0,1186198.0,510367.0,675831.0,122980000.0,1118.0,833569.0,1937386.0,833569.0,1103817.0,200860000.0,1826.0,4502884.0,1937386.0,2565498.0,466840000.0,4244.0,833569.0,1103817.0,200860000.0,1826.0,1461681.0,265980000.0,2418.0,48400000000.0,440000.0,4.0,544
5.0,1953.0,1.0,0.0,246.0,1057.0,1057.0,1057.0,0.0,109000.0,0.0,25.0,9765.0,5.0,0.0,1230.0,5285.0,5285.0,5285.0,0.0,545000.0,0.0,3814209.0,1953.0,0.0,480438.0,2064321.0,2064321.0,2064321.0,0.0,212877000.0,0.0,1.0,0.0,246.0,1057.0,1057.0,1057.0,0.0,109000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60516.0,260022.0,260022.0,260022.0,0.0,26814000.0,0.0,1117249.0,1117249.0,1117249.0,0.0,115213000.0,0.0,1117249.0,1117249.0,0.0,115213000.0,0.0,1117249.0,0.0,115213000.0,0.0,0.0,0.0,0.0,11881000000.0,0.0,0.0,153
5.0,2006.0,2.0,1.0,400.0,384.0,1444.0,744.0,700.0,174000.0,2.0,25.0,10030.0,10.0,5.0,2000.0,1920.0,7220.0,3720.0,3500.0,870000.0,10.0,4024036.0,4012.0,2006.0,802400.0,770304.0,2896664.0,1492464.0,1404200.0,349044000.0,4012.0,4.0,2.0,800.0,768.0,2888.0,1488.0,1400.0,348000.0,4.0,1.0,400.0,384.0,1444.0,744.0,700.0,174000.0,2.0,160000.0,153600.0,577600.0,297600.0,280000.0,69600000.0,800.0,147456.0,554496.0,285696.0,268800.0,66816000.0,768.0,2085136.0,1074336.0,1010800.0,251256000.0,2888.0,553536.0,520800.0,129456000.0,1488.0,490000.0,121800000.0,1400.0,30276000000.0,348000.0,4.0,318
6.0,1900.0,2.0,0.0,484.0,676.0,1445.0,831.0,614.0,138500.0,0.0,36.0,11400.0,12.0,0.0,2904.0,4056.0,8670.0,4986.0,3684.0,831000.0,0.0,3610000.0,3800.0,0.0,919600.0,1284400.0,2745500.0,1578900.0,1166600.0,263150000.0,0.0,4.0,0.0,968.0,1352.0,2890.0,1662.0,1228.0,277000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234256.0,327184.0,699380.0,402204.0,297176.0,67034000.0,0.0,456976.0,976820.0,561756.0,415064.0,93626000.0,0.0,2088025.0,1200795.0,887230.0,200132500.0,0.0,690561.0,510234.0,115093500.0,0.0,376996.0,85039000.0,0.0,19182250000.0,0.0,0.0,255
6.0,1966.0,2.0,1.0,578.0,1517.0,1888.0,1888.0,0.0,190000.0,2.0,36.0,11796.0,12.0,6.0,3468.0,9102.0,11328.0,11328.0,0.0,1140000.0,12.0,3865156.0,3932.0,1966.0,1136348.0,2982422.0,3711808.0,3711808.0,0.0,373540000.0,3932.0,4.0,2.0,1156.0,3034.0,3776.0,3776.0,0.0,380000.0,4.0,1.0,578.0,1517.0,1888.0,1888.0,0.0,190000.0,2.0,334084.0,876826.0,1091264.0,1091264.0,0.0,109820000.0,1156.0,2301289.0,2864096.0,2864096.0,0.0,288230000.0,3034.0,3564544.0,3564544.0,0.0,358720000.0,3776.0,3564544.0,0.0,358720000.0,3776.0,0.0,0.0,0.0,36100000000.0,380000.0,4.0,138
6.0,2005.0,2.0,0.0,525.0,547.0,1072.0,1072.0,0.0,140000.0,0.0,36.0,12030.0,12.0,0.0,3150.0,3282.0,6432.0,6432.0,0.0,840000.0,0.0,4020025.0,4010.0,0.0,1052625.0,1096735.0,2149360.0,2149360.0,0.0,280700000.0,0.0,4.0,0.0,1050.0,1094.0,2144.0,2144.0,0.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275625.0,287175.0,562800.0,562800.0,0.0,73500000.0,0.0,299209.0,586384.0,586384.0,0.0,76580000.0,0.0,1149184.0,1149184.0,0.0,150080000.0,0.0,1149184.0,0.0,150080000.0,0.0,0.0,0.0,0.0,19600000000.0,0.0,0.0,2827
5.0,1959.0,1.0,0.0,531.0,1188.0,1188.0,1188.0,0.0,142000.0,0.0,25.0,9795.0,5.0,0.0,2655.0,5940.0,5940.0,5940.0,0.0,710000.0,0.0,3837681.0,1959.0,0.0,1040229.0,2327292.0,2327292.0,2327292.0,0.0,278178000.0,0.0,1.0,0.0,531.0,1188.0,1188.0,1188.0,0.0,142000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281961.0,630828.0,630828.0,630828.0,0.0,75402000.0,0.0,1411344.0,1411344.0,1411344.0,0.0,168696000.0,0.0,1411344.0,1411344.0,0.0,168696000.0,0.0,1411344.0,0.0,168696000.0,0.0,0.0,0.0,0.0,20164000000.0,0.0,0.0,145
5.0,1952.0,1.0,0.0,420.0,924.0,924.0,924.0,0.0,112500.0,0.0,25.0,9760.0,5.0,0.0,2100.0,4620.0,4620.0,4620.0,0.0,562500.0,0.0,3810304.0,1952.0,0.0,819840.0,1803648.0,1803648.0,1803648.0,0.0,219600000.0,0.0,1.0,0.0,420.0,924.0,924.0,924.0,0.0,112500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176400.0,388080.0,388080.0,388080.0,0.0,47250000.0,0.0,853776.0,853776.0,853776.0,0.0,103950000.0,0.0,853776.0,853776.0,0.0,103950000.0,0.0,853776.0,0.0,103950000.0,0.0,0.0,0.0,0.0,12656250000.0,0.0,0.0,1942
5.0,1969.0,1.0,2.0,504.0,1040.0,2080.0,1040.0,1040.0,135000.0,2.0,25.0,9845.0,5.0,10.0,2520.0,5200.0,10400.0,5200.0,5200.0,675000.0,10.0,3876961.0,1969.0,3938.0,992376.0,2047760.0,4095520.0,2047760.0,2047760.0,265815000.0,3938.0,1.0,2.0,504.0,1040.0,2080.0,1040.0,1040.0,135000.0,2.0,4.0,1008.0,2080.0,4160.0,2080.0,2080.0,270000.0,4.0,254016.0,524160.0,1048320.0,524160.0,524160.0,68040000.0,1008.0,1081600.0,2163200.0,1081600.0,1081600.0,140400000.0,2080.0,4326400.0,2163200.0,2163200.0,280800000.0,4160.0,1081600.0,1081600.0,140400000.0,2080.0,1081600.0,140400000.0,2080.0,18225000000.0,270000.0,4.0,1956
6.0,1971.0,1.0,1.0,264.0,483.0,987.0,483.0,504.0,85400.0,1.0,36.0,11826.0,6.0,6.0,1584.0,2898.0,5922.0,2898.0,3024.0,512400.0,6.0,3884841.0,1971.0,1971.0,520344.0,951993.0,1945377.0,951993.0,993384.0,168323400.0,1971.0,1.0,1.0,264.0,483.0,987.0,483.0,504.0,85400.0,1.0,1.0,264.0,483.0,987.0,483.0,504.0,85400.0,1.0,69696.0,127512.0,260568.0,127512.0,133056.0,22545600.0,264.0,233289.0,476721.0,233289.0,243432.0,41248200.0,483.0,974169.0,476721.0,497448.0,84289800.0,987.0,233289.0,243432.0,41248200.0,483.0,254016.0,43041600.0,504.0,7293160000.0,85400.0,1.0,1044
7.0,2005.0,2.0,0.0,632.0,1208.0,1208.0,1208.0,0.0,183600.0,0.0,49.0,14035.0,14.0,0.0,4424.0,8456.0,8456.0,8456.0,0.0,1285200.0,0.0,4020025.0,4010.0,0.0,1267160.0,2422040.0,2422040.0,2422040.0,0.0,368118000.0,0.0,4.0,0.0,1264.0,2416.0,2416.0,2416.0,0.0,367200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399424.0,763456.0,763456.0,763456.0,0.0,116035200.0,0.0,1459264.0,1459264.0,1459264.0,0.0,221788800.0,0.0,1459264.0,1459264.0,0.0,221788800.0,0.0,1459264.0,0.0,221788800.0,0.0,0.0,0.0,0.0,33708960000.0,0.0,0.0,2752
5.0,1880.0,1.0,0.0,576.0,0.0,2016.0,1288.0,728.0,131000.0,0.0,25.0,9400.0,5.0,0.0,2880.0,0.0,10080.0,6440.0,3640.0,655000.0,0.0,3534400.0,1880.0,0.0,1082880.0,0.0,3790080.0,2421440.0,1368640.0,246280000.0,0.0,1.0,0.0,576.0,0.0,2016.0,1288.0,728.0,131000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,1161216.0,741888.0,419328.0,75456000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4064256.0,2596608.0,1467648.0,264096000.0,0.0,1658944.0,937664.0,168728000.0,0.0,529984.0,95368000.0,0.0,17161000000.0,0.0,0.0,807
8.0,1999.0,2.0,1.0,480.0,960.0,1607.0,962.0,645.0,200000.0,2.0,64.0,15992.0,16.0,8.0,3840.0,7680.0,12856.0,7696.0,5160.0,1600000.0,16.0,3996001.0,3998.0,1999.0,959520.0,1919040.0,3212393.0,1923038.0,1289355.0,399800000.0,3998.0,4.0,2.0,960.0,1920.0,3214.0,1924.0,1290.0,400000.0,4.0,1.0,480.0,960.0,1607.0,962.0,645.0,200000.0,2.0,230400.0,460800.0,771360.0,461760.0,309600.0,96000000.0,960.0,921600.0,1542720.0,923520.0,619200.0,192000000.0,1920.0,2582449.0,1545934.0,1036515.0,321400000.0,3214.0,925444.0,620490.0,192400000.0,1924.0,416025.0,129000000.0,1290.0,40000000000.0,400000.0,4.0,1177
7.0,2007.0,2.0,0.0,610.0,1351.0,1361.0,1361.0,0.0,193000.0,0.0,49.0,14049.0,14.0,0.0,4270.0,9457.0,9527.0,9527.0,0.0,1351000.0,0.0,4028049.0,4014.0,0.0,1224270.0,2711457.0,2731527.0,2731527.0,0.0,387351000.0,0.0,4.0,0.0,1220.0,2702.0,2722.0,2722.0,0.0,386000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372100.0,824110.0,830210.0,830210.0,0.0,117730000.0,0.0,1825201.0,1838711.0,1838711.0,0.0,260743000.0,0.0,1852321.0,1852321.0,0.0,262673000.0,0.0,1852321.0,0.0,262673000.0,0.0,0.0,0.0,0.0,37249000000.0,0.0,0.0,1480
5.0,2004.0,2.0,0.0,624.0,1430.0,1430.0,1430.0,0.0,173500.0,0.0,25.0,10020.0,10.0,0.0,3120.0,7150.0,7150.0,7150.0,0.0,867500.0,0.0,4016016.0,4008.0,0.0,1250496.0,2865720.0,2865720.0,2865720.0,0.0,347694000.0,0.0,4.0,0.0,1248.0,2860.0,2860.0,2860.0,0.0,347000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389376.0,892320.0,892320.0,892320.0,0.0,108264000.0,0.0,2044900.0,2044900.0,2044900.0,0.0,248105000.0,0.0,2044900.0,2044900.0,0.0,248105000.0,0.0,2044900.0,0.0,248105000.0,0.0,0.0,0.0,0.0,30102250000.0,0.0,0.0,324
5.0,1916.0,1.0,0.0,513.0,624.0,1344.0,624.0,720.0,98000.0,0.0,25.0,9580.0,5.0,0.0,2565.0,3120.0,6720.0,3120.0,3600.0,490000.0,0.0,3671056.0,1916.0,0.0,982908.0,1195584.0,2575104.0,1195584.0,1379520.0,187768000.0,0.0,1.0,0.0,513.0,624.0,1344.0,624.0,720.0,98000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263169.0,320112.0,689472.0,320112.0,369360.0,50274000.0,0.0,389376.0,838656.0,389376.0,449280.0,61152000.0,0.0,1806336.0,838656.0,967680.0,131712000.0,0.0,389376.0,449280.0,61152000.0,0.0,518400.0,70560000.0,0.0,9604000000.0,0.0,0.0,1311
5.0,1963.0,1.0,0.0,480.0,1121.0,1121.0,1121.0,0.0,139000.0,0.0,25.0,9815.0,5.0,0.0,2400.0,5605.0,5605.0,5605.0,0.0,695000.0,0.0,3853369.0,1963.0,0.0,942240.0,2200523.0,2200523.0,2200523.0,0.0,272857000.0,0.0,1.0,0.0,480.0,1121.0,1121.0,1121.0,0.0,139000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230400.0,538080.0,538080.0,538080.0,0.0,66720000.0,0.0,1256641.0,1256641.0,1256641.0,0.0,155819000.0,0.0,1256641.0,1256641.0,0.0,155819000.0,0.0,1256641.0,0.0,155819000.0,0.0,0.0,0.0,0.0,19321000000.0,0.0,0.0,770
6.0,1977.0,1.0,1.0,528.0,660.0,1285.0,1285.0,0.0,143500.0,1.0,36.0,11862.0,6.0,6.0,3168.0,3960.0,7710.0,7710.0,0.0,861000.0,6.0,3908529.0,1977.0,1977.0,1043856.0,1304820.0,2540445.0,2540445.0,0.0,283699500.0,1977.0,1.0,1.0,528.0,660.0,1285.0,1285.0,0.0,143500.0,1.0,1.0,528.0,660.0,1285.0,1285.0,0.0,143500.0,1.0,278784.0,348480.0,678480.0,678480.0,0.0,75768000.0,528.0,435600.0,848100.0,848100.0,0.0,94710000.0,660.0,1651225.0,1651225.0,0.0,184397500.0,1285.0,1651225.0,0.0,184397500.0,1285.0,0.0,0.0,0.0,20592250000.0,143500.0,1.0,2063
7.0,2009.0,2.0,1.0,614.0,756.0,1547.0,764.0,783.0,215200.0,2.0,49.0,14063.0,14.0,7.0,4298.0,5292.0,10829.0,5348.0,5481.0,1506400.0,14.0,4036081.0,4018.0,2009.0,1233526.0,1518804.0,3107923.0,1534876.0,1573047.0,432336800.0,4018.0,4.0,2.0,1228.0,1512.0,3094.0,1528.0,1566.0,430400.0,4.0,1.0,614.0,756.0,1547.0,764.0,783.0,215200.0,2.0,376996.0,464184.0,949858.0,469096.0,480762.0,132132800.0,1228.0,571536.0,1169532.0,577584.0,591948.0,162691200.0,1512.0,2393209.0,1181908.0,1211301.0,332914400.0,3094.0,583696.0,598212.0,164412800.0,1528.0,613089.0,168501600.0,1566.0,46311040000.0,430400.0,4.0,69
5.0,1968.0,1.0,0.0,450.0,894.0,894.0,894.0,0.0,129000.0,0.0,25.0,9840.0,5.0,0.0,2250.0,4470.0,4470.0,4470.0,0.0,645000.0,0.0,3873024.0,1968.0,0.0,885600.0,1759392.0,1759392.0,1759392.0,0.0,253872000.0,0.0,1.0,0.0,450.0,894.0,894.0,894.0,0.0,129000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202500.0,402300.0,402300.0,402300.0,0.0,58050000.0,0.0,799236.0,799236.0,799236.0,0.0,115326000.0,0.0,799236.0,799236.0,0.0,115326000.0,0.0,799236.0,0.0,115326000.0,0.0,0.0,0.0,0.0,16641000000.0,0.0,0.0,2062
8.0,2000.0,2.0,0.0,499.0,1501.0,1659.0,1659.0,0.0,278000.0,0.0,64.0,16000.0,16.0,0.0,3992.0,12008.0,13272.0,13272.0,0.0,2224000.0,0.0,4000000.0,4000.0,0.0,998000.0,3002000.0,3318000.0,3318000.0,0.0,556000000.0,0.0,4.0,0.0,998.0,3002.0,3318.0,3318.0,0.0,556000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249001.0,748999.0,827841.0,827841.0,0.0,138722000.0,0.0,2253001.0,2490159.0,2490159.0,0.0,417278000.0,0.0,2752281.0,2752281.0,0.0,461202000.0,0.0,2752281.0,0.0,461202000.0,0.0,0.0,0.0,0.0,77284000000.0,0.0,0.0,351
8.0,2005.0,2.0,1.0,575.0,1209.0,2253.0,1209.0,1044.0,344133.0,2.0,64.0,16040.0,16.0,8.0,4600.0,9672.0,18024.0,9672.0,8352.0,2753064.0,16.0,4020025.0,4010.0,2005.0,1152875.0,2424045.0,4517265.0,2424045.0,2093220.0,689986665.0,4010.0,4.0,2.0,1150.0,2418.0,4506.0,2418.0,2088.0,688266.0,4.0,1.0,575.0,1209.0,2253.0,1209.0,1044.0,344133.0,2.0,330625.0,695175.0,1295475.0,695175.0,600300.0,197876475.0,1150.0,1461681.0,2723877.0,1461681.0,1262196.0,416056797.0,2418.0,5076009.0,2723877.0,2352132.0,775331649.0,4506.0,1461681.0,1262196.0,416056797.0,2418.0,1089936.0,359274852.0,2088.0,118427521689.0,688266.0,4.0,2393
6.0,1992.0,2.0,0.0,420.0,1168.0,1187.0,1187.0,0.0,185000.0,0.0,36.0,11952.0,12.0,0.0,2520.0,7008.0,7122.0,7122.0,0.0,1110000.0,0.0,3968064.0,3984.0,0.0,836640.0,2326656.0,2364504.0,2364504.0,0.0,368520000.0,0.0,4.0,0.0,840.0,2336.0,2374.0,2374.0,0.0,370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176400.0,490560.0,498540.0,498540.0,0.0,77700000.0,0.0,1364224.0,1386416.0,1386416.0,0.0,216080000.0,0.0,1408969.0,1408969.0,0.0,219595000.0,0.0,1408969.0,0.0,219595000.0,0.0,0.0,0.0,0.0,34225000000.0,0.0,0.0,12
